preschool_name,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,Within_Fees_Constraint,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten,Within_Levels_Constraint
Ace @ Work Educare Pte Ltd (Jurong East 288),https://www.babyment.com/childcare/childcare-centre.php?childcare_id=136,,720.0,720.0,720.0,,720.0,720.0,720.0,1,"https___www_aceatwork_com_sg_about_us, https___www_aceatwork_com_sg_scc_programme, https___www_aceatwork_com_sg_register, https___www_aceatwork_com_sg_studentcare_register, https___www_aceatwork_com_sg_virtual_tour, https___www_aceatwork_com_sg__comp_lfcay45b, https___www_aceatwork_com_sg_careers_jobs, https___www_aceatwork_com_sg_locations, https___www_aceatwork_com_sg_student_care, https___www_aceatwork_com_sg__comp_jswpjy83, https___www_aceatwork_com_sg__comp_jswpjy7a, https___www_aceatwork_com_sg__comp_jswpjy7p, https___www_aceatwork_com_sg_, https___www_aceatwork_com_sg__comp_jswpjy6w, https___www_aceatwork_com_sg_who_we_are, https___www_aceatwork_com_sg_childcare_curriculum, https___www_aceatwork_com_sg_childcare_programme_fees, https___www_aceatwork_com_sg_childcare, https___www_aceatwork_com_sg_childcare_register, https___www_aceatwork_com_sg__comp_kgkicno1","['early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'montessori', 'moe', 'nurturing_early_learners_curriculum', 'thematic']",0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'science', 'social & emotional development', 'sports']",1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Active Learners Child Care Private Limited,https://preschooler.sg/profile/1387/ACTIVE-LEARNERS-CHILD-CARE-PRIVATE-LIMITED,1290,720.0,720.0,720.0,1800,1100.0,1100.0,1100.0,1,activelearners_com_sg_.txt,"['early_years_development_framework', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'thematic']",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'social & emotional development']",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1,1
Agape Child Care (CCK) Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Child Care (JW) Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Child Care (SK) Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni @ Cecil Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni @ Clementi Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni @ Kallang Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni @ Upper Serangoon Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni. @ Compassvale Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni. @ Gambas Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Agape Little Uni. @ Thomson Pte Ltd,https://preschooler.sg/profile/175/AGAPE-CHILD-CARE(SK)-PTE.-LTD.,,720.0,720.0,720.0,,1500.0,1500.0,1500.0,1,"https___www_agapelittleuni_com_, https___www_agapelittleuni_com_curriculum_, https___www_agapelittleuni_com_programmes_preschool_, https___www_agapelittleuni_com_career_, https___www_agapelittleuni_com_visitagapelittleuni_, https___www_agapelittleuni_com_principles_of_teaching_learning_ptl_, https___www_agapelittleuni_com_programmes_infant_care_, https___www_agapelittleuni_com__, https___www_agapelittleuni_com_open_house_2024_, https___www_agapelittleuni_com_programmes_early_years_, https___www_agapelittleuni_com__page, https___www_agapelittleuni_com_contact_career, https___www_agapelittleuni_com_programmes_character_development_, https___www_agapelittleuni_com_online_resources_, https___www_agapelittleuni_com_programmes_, https___www_agapelittleuni_com_contact_enrolment, https___www_agapelittleuni_com_s_t_r_e_a_m_, https___www_agapelittleuni_com_contact_general, https___www_agapelittleuni_com_about, https___www_agapelittleuni_com_contact_, https___www_agapelittleuni_com_programmes_holiday_camp_, https___www_agapelittleuni_com_locations_, https___www_agapelittleuni_com_articles_, https___www_agapelittleuni_com_programmes_enrichment_, https___www_agapelittleuni_com_programmes","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic', 'isteam']",0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development', 'sports']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Bethesda (Ang Mo Kio) Kindergarten,https://preschooler.sg/profile/96/Bethesda-Ang-Mo-Kio-Kindergarten,,440.0,440.0,440.0,,440.0,440.0,440.0,1,"https___www_bethesdakindergarten_com_faq, https___www_bethesdakindergarten_com_, https___www_bethesdakindergarten_com__, https___www_bethesdakindergarten_com_about_, https___www_bethesdakindergarten_com_information_, https___www_bethesdakindergarten_com_about, https___www_bethesdakindergarten_com_information_withdrawal_policy, https___www_bethesdakindergarten_com_contact, https___www_bethesdakindergarten_com_register, https___www_bethesdakindergarten_com_information_levels_available, https___www_bethesdakindergarten_com_curriculum, https___www_bethesdakindergarten_com_information_sessions, https___www_bethesdakindergarten_com_curriculum_, https___www_bethesdakindergarten_com_information_fee_structure, https___www_bethesdakindergarten_com_information, https___www_bethesdakindergarten_com_information_bus_operator, https___www_bethesdakindergarten_com_faq_, https___www_bethesdakindergarten_com_register_, https___www_bethesdakindergarten_com_contact_, https___www_bethesdakindergarten_com_information_facilities","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'science', 'social & emotional development']",1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
Bethesda (Bedok-Tampines) Kindergarten Pte Ltd,https://preschooler.sg/profile/96/Bethesda-Ang-Mo-Kio-Kindergarten,,440.0,440.0,440.0,,440.0,440.0,440.0,1,"https___www_bethesdakindergarten_com_faq, https___www_bethesdakindergarten_com_, https___www_bethesdakindergarten_com__, https___www_bethesdakindergarten_com_about_, https___www_bethesdakindergarten_com_information_, https___www_bethesdakindergarten_com_about, https___www_bethesdakindergarten_com_information_withdrawal_policy, https___www_bethesdakindergarten_com_contact, https___www_bethesdakindergarten_com_register, https___www_bethesdakindergarten_com_information_levels_available, https___www_bethesdakindergarten_com_curriculum, https___www_bethesdakindergarten_com_information_sessions, https___www_bethesdakindergarten_com_curriculum_, https___www_bethesdakindergarten_com_information_fee_structure, https___www_bethesdakindergarten_com_information, https___www_bethesdakindergarten_com_information_bus_operator, https___www_bethesdakindergarten_com_faq_, https___www_bethesdakindergarten_com_register_, https___www_bethesdakindergarten_com_contact_, https___www_bethesdakindergarten_com_information_facilities","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'science', 'social & emotional development']",1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1,1
